,Age,Gender,Education Level,Job Title,Years of Experience,Salary
2160,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
2162,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
2163,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
2164,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
2166,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
2168,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
2169,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
2170,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
2172,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
2174,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
2175,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
2177,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
2179,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
2180,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
2181,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
2183,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
2185,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
2186,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
2187,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
2189,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
2191,46.0,Female,PhD,Senior Project Engineer,16.0,185000.0
2192,33.0,Male,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
2194,50.0,Male,PhD,Software Engineer Manager,20.0,210000.0
2196,39.0,Female,Master's Degree,Software Engineer Manager,11.0,170000.0
2198,44.0,Female,PhD,Senior Project Engineer,16.0,190000.0
2200,48.0,Male,PhD,Software Engineer Manager,19.0,200000.0
2201,30.0,Female,Bachelor's Degree,Full Stack Engineer,5.0,100000.0
2203,37.0,Female,Bachelor's Degree,Software Engineer Manager,11.0,170000.0
2205,49.0,Female,PhD,Senior Project Engineer,19.0,210000.0
2206,29.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,90000.0
2207,41.0,Male,Master's Degree,Software Engineer Manager,14.0,180000.0
2209,37.0,Male,Master's Degree,Software Engineer Manager,10.0,150000.0
2211,50.0,Male,PhD,Senior Project Engineer,18.0,195000.0
2212,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
2213,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
2215,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
2217,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
2218,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
2220,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
2222,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
2223,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
2224,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
2226,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
2228,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
2229,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
2230,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
2232,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
2234,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
2235,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
2237,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
2239,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
2240,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
2241,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
2243,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
2245,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
2246,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
2247,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
2249,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
2258,38.0,Male,Bachelor's Degree,Data Scientist,10.0,150000.0
2271,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
2288,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
2305,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
2322,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
2339,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
2356,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
2373,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
2375,34.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,122485.0
2376,25.0,Male,PhD,Software Engineer Manager,12.0,169159.0
2377,43.0,Male,Master's Degree,Senior Software Engineer,21.0,187081.0
2378,53.0,Other,High School,Senior Project Engineer,31.0,166109.0
2381,29.0,Female,Master's Degree,Senior Software Engineer,6.0,132720.0
2382,52.0,Male,PhD,Software Engineer Manager,23.0,161568.0
2385,25.0,Other,High School,Full Stack Engineer,2.0,69032.0
2386,35.0,Male,Master's Degree,Senior Project Engineer,8.0,101332.0
2387,57.0,Female,PhD,Full Stack Engineer,30.0,121450.0
2388,35.0,Female,Bachelor's Degree,Senior Project Engineer,12.0,166375.0
2389,43.0,Male,Master's Degree,Senior Software Engineer,21.0,185119.0
2390,37.0,Female,Bachelor's Degree,Full Stack Engineer,10.0,149217.0
2391,50.0,Male,Master's Degree,Software Engineer Manager,21.0,166512.0
2392,52.0,Female,Master's Degree,Senior Software Engineer,28.0,186963.0
2394,34.0,Female,Master's Degree,Full Stack Engineer,10.0,163398.0
2395,30.0,Male,High School,Senior Project Engineer,11.0,103947.0
2396,60.0,Female,PhD,Software Engineer Manager,33.0,179180.0
2398,58.0,Male,Master's Degree,Senior Software Engineer,27.0,190004.0
2399,35.0,Female,Master's Degree,Full Stack Engineer,10.0,152039.0
2401,57.0,Female,PhD,Software Engineer Manager,33.0,191790.0
2402,46.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,139398.0
2404,34.0,Male,Master's Degree,Full Stack Engineer,12.0,160976.0
2405,33.0,Female,Master's Degree,Senior Project Engineer,9.0,126753.0
2406,37.0,Other,Master's Degree,Full Stack Engineer,14.0,161393.0
2407,33.0,Male,Master's Degree,Senior Software Engineer,8.0,139817.0
2408,53.0,Male,PhD,Software Engineer Manager,25.0,181714.0
2410,30.0,Male,Master's Degree,Full Stack Engineer,6.0,105725.0
2411,24.0,Female,High School,Senior Project Engineer,1.0,52731.0
2413,27.0,Female,Bachelor's Degree,Full Stack Engineer,4.0,73895.0
2414,23.0,Male,PhD,Software Engineer Manager,1.0,119836.0
2415,28.0,Female,Master's Degree,Senior Software Engineer,5.0,99747.0
2417,28.0,Female,Master's Degree,Full Stack Engineer,7.0,115920.0
2418,32.0,Male,Master's Degree,Senior Project Engineer,11.0,128078.0
2420,43.0,Male,High School,Senior Software Engineer,22.0,165919.0
2421,60.0,Female,PhD,Software Engineer Manager,34.0,188651.0
2423,55.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,193964.0
2424,29.0,Female,Master's Degree,Full Stack Engineer,4.0,104702.0
2425,44.0,Male,PhD,Software Engineer Manager,19.0,172955.0
2426,40.0,Female,Master's Degree,Senior Software Engineer,16.0,138032.0
2428,43.0,Male,Master's Degree,Full Stack Engineer,17.0,155414.0
2429,49.0,Female,High School,Senior Project Engineer,25.0,154207.0
2431,42.0,Female,Bachelor's Degree,Senior Software Engineer,18.0,148446.0
2432,26.0,Male,Master's Degree,Full Stack Engineer,4.0,102859.0
2433,41.0,Female,PhD,Software Engineer Manager,13.0,138662.0
2434,46.0,Male,Bachelor's Degree,Senior Project Engineer,23.0,181699.0
2435,57.0,Female,Master's Degree,Full Stack Engineer,33.0,188232.0
2437,54.0,Male,PhD,Software Engineer Manager,28.0,188484.0
2438,42.0,Female,Master's Degree,Senior Software Engineer,16.0,138286.0
2439,49.0,Male,Bachelor's Degree,Full Stack Engineer,22.0,181132.0
2441,36.0,Male,Bachelor's Degree,Senior Project Engineer,14.0,119224.0
2442,31.0,Female,Master's Degree,Full Stack Engineer,6.0,101186.0
2443,39.0,Male,Master's Degree,Software Engineer Manager,14.0,142360.0
2444,41.0,Female,Bachelor's Degree,Senior Project Engineer,20.0,151315.0
2445,48.0,Male,PhD,Full Stack Engineer,23.0,181021.0
2446,39.0,Female,Master's Degree,Senior Software Engineer,15.0,134641.0
2449,47.0,Male,Master's Degree,Senior Project Engineer,25.0,178859.0
2450,29.0,Female,PhD,Full Stack Engineer,5.0,98568.0
2451,32.0,Male,Bachelor's Degree,Software Engineer Manager,9.0,104661.0
2452,38.0,Female,Master's Degree,Senior Software Engineer,13.0,134858.0
2455,34.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,122485.0
2456,25.0,Male,PhD,Software Engineer Manager,12.0,169159.0
2457,43.0,Male,Master's Degree,Senior Software Engineer,21.0,187081.0
2458,53.0,Other,High School,Senior Project Engineer,31.0,166109.0
2461,29.0,Female,Master's Degree,Senior Software Engineer,6.0,132720.0
2462,52.0,Male,PhD,Software Engineer Manager,23.0,161568.0
2465,25.0,Other,High School,Full Stack Engineer,2.0,69032.0
2466,35.0,Male,Master's Degree,Senior Project Engineer,8.0,101332.0
2467,57.0,Female,PhD,Full Stack Engineer,30.0,121450.0
2468,35.0,Female,Bachelor's Degree,Senior Project Engineer,12.0,166375.0
2469,43.0,Male,Master's Degree,Senior Software Engineer,21.0,185119.0
2470,37.0,Female,Bachelor's Degree,Full Stack Engineer,10.0,149217.0
2471,50.0,Male,Master's Degree,Software Engineer Manager,21.0,166512.0
2472,52.0,Female,Master's Degree,Senior Software Engineer,28.0,186963.0
2474,34.0,Female,Master's Degree,Full Stack Engineer,10.0,163398.0
2475,30.0,Male,High School,Senior Project Engineer,11.0,103947.0
2476,60.0,Female,PhD,Software Engineer Manager,33.0,179180.0
2478,58.0,Male,Master's Degree,Senior Software Engineer,27.0,190004.0
2479,35.0,Female,Master's Degree,Full Stack Engineer,10.0,152039.0
2481,57.0,Female,PhD,Software Engineer Manager,33.0,191790.0
2482,46.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,139398.0
2484,34.0,Male,Master's Degree,Full Stack Engineer,12.0,160976.0
2485,33.0,Female,Master's Degree,Senior Project Engineer,9.0,126753.0
2486,37.0,Other,Master's Degree,Full Stack Engineer,14.0,161393.0
2487,33.0,Male,Master's Degree,Senior Software Engineer,8.0,139817.0
2488,53.0,Male,PhD,Software Engineer Manager,25.0,181714.0
2490,30.0,Male,Master's Degree,Full Stack Engineer,6.0,105725.0
2491,24.0,Female,High School,Senior Project Engineer,1.0,52731.0
2493,27.0,Female,Bachelor's Degree,Full Stack Engineer,4.0,73895.0
2494,23.0,Male,PhD,Software Engineer Manager,1.0,119836.0
2495,28.0,Female,Master's Degree,Senior Software Engineer,5.0,99747.0
2497,28.0,Female,Master's Degree,Full Stack Engineer,7.0,115920.0
2498,32.0,Male,Master's Degree,Senior Project Engineer,11.0,128078.0
2500,43.0,Male,High School,Senior Software Engineer,22.0,165919.0
2501,60.0,Female,PhD,Software Engineer Manager,34.0,188651.0
2503,55.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,193964.0
2504,29.0,Female,Master's Degree,Full Stack Engineer,4.0,104702.0
2505,44.0,Male,PhD,Software Engineer Manager,19.0,172955.0
2506,40.0,Female,Master's Degree,Senior Software Engineer,16.0,138032.0
2508,43.0,Male,Master's Degree,Full Stack Engineer,17.0,155414.0
2509,49.0,Female,High School,Senior Project Engineer,25.0,154207.0
2511,42.0,Female,Bachelor's Degree,Senior Software Engineer,18.0,148446.0
2512,26.0,Male,Master's Degree,Full Stack Engineer,4.0,102859.0
2513,41.0,Female,PhD,Software Engineer Manager,13.0,138662.0
2514,46.0,Male,Bachelor's Degree,Senior Project Engineer,23.0,181699.0
2515,57.0,Female,Master's Degree,Full Stack Engineer,33.0,188232.0
2517,54.0,Male,PhD,Software Engineer Manager,28.0,188484.0
2518,42.0,Female,Master's Degree,Senior Software Engineer,16.0,138286.0
2519,49.0,Male,Bachelor's Degree,Full Stack Engineer,22.0,181132.0
2521,36.0,Male,Bachelor's Degree,Senior Project Engineer,14.0,119224.0
2522,31.0,Female,Master's Degree,Full Stack Engineer,6.0,101186.0
2523,39.0,Male,Master's Degree,Software Engineer Manager,14.0,142360.0
2524,41.0,Female,Bachelor's Degree,Senior Project Engineer,20.0,151315.0
2525,48.0,Male,PhD,Full Stack Engineer,23.0,181021.0
2526,39.0,Female,Master's Degree,Senior Software Engineer,15.0,134641.0
2529,47.0,Male,Master's Degree,Senior Project Engineer,25.0,178859.0
2530,29.0,Female,PhD,Full Stack Engineer,5.0,98568.0
2531,32.0,Male,Bachelor's Degree,Software Engineer Manager,9.0,104661.0
2532,38.0,Female,Master's Degree,Senior Software Engineer,13.0,134858.0
2536,30.0,Female,Master's Degree,Senior Project Engineer,5.0,106278.0
2537,28.0,Male,Master's Degree,Full Stack Engineer,4.0,90452.0
2538,46.0,Female,PhD,Software Engineer Manager,23.0,168304.0
2540,44.0,Male,Master's Degree,Senior Software Engineer,19.0,152203.0
2541,55.0,Female,PhD,Software Engineer Manager,30.0,183138.0
2542,35.0,Male,Master's Degree,Full Stack Engineer,9.0,130275.0
2543,54.0,Male,Bachelor's Degree,Senior Project Engineer,29.0,191915.0
2545,46.0,Male,Master's Degree,Senior Software Engineer,21.0,174305.0
2546,33.0,Female,Bachelor's Degree,Full Stack Engineer,9.0,133326.0
2548,43.0,Female,PhD,Software Engineer Manager,19.0,155944.0
2549,36.0,Male,Master's Degree,Full Stack Engineer,11.0,137775.0
2550,23.0,Female,Bachelor's Degree,Senior Project Engineer,0.0,51831.0
2551,49.0,Male,Master's Degree,Software Engineer Manager,22.0,182237.0
2552,35.0,Female,Master's Degree,Full Stack Engineer,10.0,151901.0
2554,54.0,Other,High School,Senior Software Engineer,29.0,158254.0
2555,43.0,Male,Master's Degree,Full Stack Engineer,20.0,167207.0
2556,33.0,Female,Master's Degree,Senior Project Engineer,10.0,112439.0
2557,52.0,Female,PhD,Software Engineer Manager,29.0,194214.0
2558,28.0,Male,Bachelor's Degree,Full Stack Engineer,5.0,84407.0
2559,36.0,Female,Master's Degree,Senior Software Engineer,13.0,139413.0
2560,43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,143084.0
2561,50.0,Female,Master's Degree,Full Stack Engineer,25.0,192344.0
2562,24.0,Male,PhD,Software Engineer Manager,1.0,106132.0
2563,52.0,Male,Master's Degree,Senior Software Engineer,26.0,184816.0
2565,38.0,Male,Master's Degree,Full Stack Engineer,15.0,170995.0
2566,29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88035.0
2568,47.0,Male,PhD,Software Engineer Manager,21.0,173582.0
2569,45.0,Female,Master's Degree,Senior Software Engineer,23.0,174436.0
2571,42.0,Female,Master's Degree,Full Stack Engineer,14.0,163558.0
2572,46.0,Male,Bachelor's Degree,Senior Project Engineer,24.0,166828.0
2573,38.0,Female,PhD,Software Engineer Manager,15.0,144496.0
2574,54.0,Male,Master's Degree,Senior Software Engineer,31.0,193746.0
2575,33.0,Female,Master's Degree,Full Stack Engineer,8.0,122581.0
2577,50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177177.0
2578,26.0,Male,Master's Degree,Full Stack Engineer,4.0,89843.0
2579,31.0,Female,Master's Degree,Senior Software Engineer,6.0,113563.0
2581,44.0,Female,PhD,Software Engineer Manager,18.0,161621.0
2582,32.0,Male,Master's Degree,Senior Project Engineer,8.0,121454.0
2583,54.0,Male,Bachelor's Degree,Full Stack Engineer,25.0,179987.0
2585,23.0,Male,PhD,Software Engineer Manager,0.0,52612.0
2586,48.0,Female,Master's Degree,Senior Software Engineer,24.0,184006.0
2588,30.0,Female,Master's Degree,Full Stack Engineer,5.0,102465.0
2589,40.0,Male,Master's Degree,Software Engineer Manager,16.0,149748.0
2590,45.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,171036.0
2591,36.0,Male,Master's Degree,Full Stack Engineer,13.0,146351.0
2592,52.0,Male,PhD,Software Engineer Manager,26.0,185462.0
2593,31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,107718.0
2594,26.0,Male,Master's Degree,Full Stack Engineer,4.0,90944.0
2595,30.0,Female,Master's Degree,Senior Project Engineer,5.0,100425.0
2597,45.0,Male,Master's Degree,Senior Software Engineer,22.0,181902.0
2598,33.0,Female,Master's Degree,Full Stack Engineer,9.0,136533.0
2600,54.0,Female,PhD,Software Engineer Manager,31.0,191818.0
2601,42.0,Male,Master's Degree,Full Stack Engineer,19.0,176643.0
2602,28.0,Female,Bachelor's Degree,Senior Project Engineer,4.0,70022.0
2604,43.0,Female,Master's Degree,Senior Software Engineer,19.0,152944.0
2606,44.0,Male,Master's Degree,Full Stack Engineer,21.0,168906.0
2607,55.0,Female,Bachelor's Degree,Senior Project Engineer,30.0,183020.0
2609,39.0,Female,Master's Degree,Senior Software Engineer,14.0,135853.0
2610,43.0,Male,Bachelor's Degree,Full Stack Engineer,17.0,149198.0
2611,29.0,Male,PhD,Software Engineer Manager,6.0,106662.0
2612,51.0,Male,Master's Degree,Senior Software Engineer,28.0,186610.0
2613,30.0,Female,Bachelor's Degree,Senior Project Engineer,6.0,89995.0
2614,26.0,Male,Master's Degree,Full Stack Engineer,4.0,85825.0
2615,39.0,Female,PhD,Software Engineer Manager,13.0,143814.0
2617,42.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,150534.0
2619,43.0,Male,Master's Degree,Full Stack Engineer,21.0,187951.0
2620,37.0,Female,Bachelor's Degree,Senior Project Engineer,13.0,137336.0
2621,51.0,Male,PhD,Software Engineer Manager,26.0,191159.0
2622,29.0,Female,Master's Degree,Full Stack Engineer,5.0,102868.0
2623,43.0,Male,Bachelor's Degree,Senior Software Engineer,20.0,154281.0
2625,30.0,Female,Master's Degree,Senior Project Engineer,6.0,107906.0
2626,36.0,Male,Bachelor's Degree,Full Stack Engineer,13.0,143885.0
2627,52.0,Female,PhD,Software Engineer Manager,27.0,180958.0
2628,28.0,Male,Master's Degree,Senior Software Engineer,6.0,108607.0
2631,41.0,Male,Master's Degree,Senior Project Engineer,15.0,143705.0
2632,56.0,Female,PhD,Software Engineer Manager,31.0,197354.0
2633,46.0,Male,Bachelor's Degree,Senior Software Engineer,22.0,174324.0
2634,32.0,Female,Master's Degree,Full Stack Engineer,8.0,123781.0
2635,38.0,Male,PhD,Software Engineer Manager,12.0,141735.0
2636,52.0,Male,Master's Degree,Senior Project Engineer,28.0,187120.0
2638,49.0,Male,Master's Degree,Full Stack Engineer,22.0,179045.0
2639,35.0,Female,Master's Degree,Senior Software Engineer,10.0,130355.0
2641,44.0,Female,PhD,Software Engineer Manager,18.0,157872.0
2642,33.0,Male,Master's Degree,Senior Project Engineer,10.0,117314.0
2643,54.0,Male,Bachelor's Degree,Senior Software Engineer,30.0,186321.0
2644,33.0,Female,Master's Degree,Full Stack Engineer,11.0,129686.0
2646,51.0,Female,Master's Degree,Senior Project Engineer,25.0,177913.0
2647,26.0,Male,Master's Degree,Full Stack Engineer,3.0,68472.0
2648,31.0,Female,Master's Degree,Senior Software Engineer,6.0,113065.0
2650,45.0,Female,PhD,Software Engineer Manager,23.0,172925.0
2651,32.0,Male,Master's Degree,Senior Project Engineer,9.0,126916.0
2652,54.0,Male,Bachelor's Degree,Full Stack Engineer,27.0,183417.0
2654,23.0,Male,PhD,Software Engineer Manager,1.0,579.0
2658,41.0,Male,PhD,Data Scientist,15.0,190000.0
2661,37.0,Female,Master's Degree,Data Scientist,11.0,160000.0
2666,31.0,Male,Master's Degree,Data Scientist,7.0,130000.0
2677,34.0,Female,Master's Degree,Data Scientist,9.0,140000.0
2694,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
2711,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
2728,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
2745,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
2762,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
2779,29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,103579.0
2780,45.0,Male,Master's Degree,Software Engineer Manager,19.0,163780.0
2782,30.0,Female,Master's Degree,Senior Project Engineer,4.0,92438.0
2783,28.0,Male,Master's Degree,Full Stack Engineer,5.0,84181.0
2784,46.0,Female,PhD,Software Engineer Manager,21.0,174821.0
2786,44.0,Male,Master's Degree,Senior Software Engineer,18.0,152168.0
2787,55.0,Female,PhD,Software Engineer Manager,29.0,190543.0
2788,35.0,Male,Master's Degree,Full Stack Engineer,9.0,131547.0
2789,54.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,192292.0
2791,46.0,Male,Master's Degree,Senior Software Engineer,20.0,174938.0
2792,33.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,124071.0
2794,43.0,Female,PhD,Software Engineer Manager,19.0,156486.0
2795,36.0,Male,Master's Degree,Full Stack Engineer,11.0,138859.0
2796,23.0,Female,Bachelor's Degree,Senior Project Engineer,0.0,52831.0
2797,49.0,Male,Master's Degree,Software Engineer Manager,23.0,182392.0
2798,35.0,Female,Master's Degree,Full Stack Engineer,11.0,151078.0
2800,54.0,Other,High School,Senior Software Engineer,29.0,158966.0
2801,43.0,Male,Master's Degree,Full Stack Engineer,20.0,167924.0
2802,33.0,Female,Master's Degree,Senior Project Engineer,10.0,113334.0
2803,52.0,Female,PhD,Software Engineer Manager,29.0,194778.0
2804,28.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,77606.0
2805,36.0,Female,Master's Degree,Senior Software Engineer,13.0,140010.0
2806,43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,142421.0
2807,50.0,Female,Master's Degree,Full Stack Engineer,24.0,192756.0
2808,24.0,Male,PhD,Software Engineer Manager,1.0,106686.0
2809,52.0,Male,Master's Degree,Senior Software Engineer,27.0,186794.0
2811,38.0,Male,Master's Degree,Full Stack Engineer,15.0,171652.0
2812,29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88552.0
2814,47.0,Male,PhD,Software Engineer Manager,21.0,174985.0
2815,45.0,Female,Master's Degree,Senior Software Engineer,23.0,174336.0
2817,42.0,Female,Master's Degree,Full Stack Engineer,14.0,163978.0
2818,46.0,Male,Bachelor's Degree,Senior Project Engineer,25.0,166958.0
2819,38.0,Female,PhD,Software Engineer Manager,15.0,145052.0
2820,54.0,Male,Master's Degree,Senior Software Engineer,32.0,195270.0
2821,33.0,Female,Master's Degree,Full Stack Engineer,8.0,122970.0
2823,50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177862.0
2824,26.0,Male,Master's Degree,Full Stack Engineer,4.0,91062.0
2825,31.0,Female,Master's Degree,Senior Software Engineer,6.0,114290.0
2827,44.0,Female,PhD,Software Engineer Manager,18.0,162454.0
2828,32.0,Male,Master's Degree,Senior Project Engineer,8.0,122354.0
2829,54.0,Male,Bachelor's Degree,Full Stack Engineer,25.0,179756.0
2831,23.0,Male,PhD,Software Engineer Manager,0.0,52612.0
2832,48.0,Female,Master's Degree,Senior Software Engineer,24.0,184480.0
2834,30.0,Female,Master's Degree,Full Stack Engineer,5.0,102828.0
2835,40.0,Male,Master's Degree,Software Engineer Manager,16.0,150301.0
2836,45.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,171468.0
2837,36.0,Male,Master's Degree,Full Stack Engineer,13.0,147326.0
2838,52.0,Male,PhD,Software Engineer Manager,26.0,185982.0
2839,31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,108267.0
2840,26.0,Male,Master's Degree,Full Stack Engineer,4.0,91397.0
2841,30.0,Female,Master's Degree,Senior Project Engineer,5.0,100867.0
2843,45.0,Male,Master's Degree,Senior Software Engineer,22.0,182506.0
2844,33.0,Female,Master's Degree,Full Stack Engineer,9.0,136986.0
2846,54.0,Female,PhD,Software Engineer Manager,32.0,191510.0
2847,42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0
2848,28.0,Female,Bachelor's Degree,Senior Project Engineer,3.0,70397.0
2849,34.0,Male,Master's Degree,Software Engineer Manager,9.0,146075.0
2851,35.0,Male,Master's Degree,Full Stack Engineer,9.0,132638.0
2852,49.0,Female,PhD,Software Engineer Manager,22.0,178684.0
2853,32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,106218.0
2854,54.0,Male,Master's Degree,Full Stack Engineer,28.0,191239.0
2856,23.0,Male,PhD,Software Engineer Manager,0.0,52779.0
2857,48.0,Female,Master's Degree,Senior Software Engineer,23.0,185038.0
2859,30.0,Female,Master's Degree,Full Stack Engineer,6.0,110707.0
2860,40.0,Male,Master's Degree,Software Engineer Manager,17.0,151670.0
2861,45.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,167015.0
2862,36.0,Male,Master's Degree,Full Stack Engineer,13.0,146508.0
2863,52.0,Male,PhD,Software Engineer Manager,27.0,190596.0
2864,31.0,Female,Bachelor's Degree,Senior Software Engineer,6.0,104378.0
2865,26.0,Male,Master's Degree,Full Stack Engineer,3.0,70216.0
2866,30.0,Female,Master's Degree,Senior Project Engineer,5.0,101733.0
2868,45.0,Male,Master's Degree,Senior Software Engineer,21.0,180367.0
2869,33.0,Female,Master's Degree,Full Stack Engineer,9.0,135596.0
2871,54.0,Female,PhD,Software Engineer Manager,32.0,191267.0
2872,42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0
2873,28.0,Female,Bachelor's Degree,Senior Project Engineer,3.0,70397.0
2874,34.0,Male,Master's Degree,Software Engineer Manager,9.0,146075.0
2876,35.0,Male,Master's Degree,Full Stack Engineer,9.0,132638.0
2877,49.0,Female,PhD,Software Engineer Manager,22.0,178684.0
2878,32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,106218.0
2879,54.0,Male,Master's Degree,Full Stack Engineer,28.0,191239.0
2881,23.0,Male,PhD,Software Engineer Manager,0.0,52779.0
2882,48.0,Female,Master's Degree,Senior Software Engineer,23.0,185038.0
2884,30.0,Female,Master's Degree,Full Stack Engineer,6.0,110707.0
2885,40.0,Male,Master's Degree,Software Engineer Manager,17.0,151670.0
2886,45.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,167015.0
2887,36.0,Male,Master's Degree,Full Stack Engineer,13.0,146508.0
2888,52.0,Male,PhD,Software Engineer Manager,27.0,190596.0
2889,31.0,Female,Bachelor's Degree,Senior Software Engineer,6.0,104378.0
2890,26.0,Male,Master's Degree,Full Stack Engineer,3.0,70216.0
2891,30.0,Female,Master's Degree,Senior Project Engineer,5.0,101733.0
2893,45.0,Male,Master's Degree,Senior Software Engineer,21.0,180367.0
2894,33.0,Female,Master's Degree,Full Stack Engineer,9.0,135596.0
2896,54.0,Female,PhD,Software Engineer Manager,32.0,191267.0
2897,42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0
2898,29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,103579.0
2899,45.0,Male,Master's Degree,Software Engineer Manager,19.0,163780.0
2901,30.0,Female,Master's Degree,Senior Project Engineer,4.0,92438.0
2902,28.0,Male,Master's Degree,Full Stack Engineer,5.0,84181.0
2903,46.0,Female,PhD,Software Engineer Manager,21.0,174821.0
2905,44.0,Male,Master's Degree,Senior Software Engineer,18.0,152168.0
2906,55.0,Female,PhD,Software Engineer Manager,29.0,190543.0
2907,35.0,Male,Master's Degree,Full Stack Engineer,9.0,131547.0
2908,54.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,192292.0
2910,46.0,Male,Master's Degree,Senior Software Engineer,20.0,174938.0
